Fullname,DateofbirthAge,Placeofbirth,Height,Citizenship,Position,Foot,Playeragent,Currentclub,Joined,Contractexpires,Lastcontractextension,Outfitter,SocialMedia,tm_url,Nameinhomecountry,2ndclub,Onloanfrom,Contractthereexpires,source_url,Contractoption,3ndclub
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/ethan-mbappe/profil/spieler/903666,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/angel-gomes/profil/spieler/392770,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/hakon-arnar-haraldsson/profil/spieler/652275,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/remy-cabella/profil/spieler/113707,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/osame-sahraoui/profil/spieler/580657,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/aaron-malouda/profil/spieler/974996,NA,NA
NA,06.01.2005 (20),Maubeuge,"1,76 m",France Algeria,Attack - Left Winger,right,DWMA,LOSC Lille B,01.07.2023,30.06.2028,23.07.2025,NA,NA,https://www.transfermarkt.com/younes-lachaab/profil/spieler/1035659,NA,LOSC Lille UEFA U19,NA,NA,NA,NA,NA
NA,14.08.2007 (18),Lille,"1,74 m",France Guinea,Attack - Left Winger,right,NA,LOSC Lille,01.07.2025,30.06.2028,23.07.2025,NA,NA,https://www.transfermarkt.com/soriba-diaoune/profil/spieler/1184007,NA,LOSC Lille B,NA,NA,NA,NA,LOSC Lille UEFA U19
NA,31.03.1999 (26),Herford,"1,80 m",Kosovo Germany,Attack - Right Winger,left,HCM Sports ...,LOSC Lille,14.01.2022,30.06.2026,NA,Nike,,https://www.transfermarkt.com/edon-zhegrova/profil/spieler/496857,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/jonathan-david/profil/spieler/533738,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/matias-fernandez-pardo/profil/spieler/724129,NA,NA
NA,09.10.1995 (29),London,"1,83 m",England Nigeria,Attack - Centre-Forward,right,Elite Project Group ...,Ipswich Town,10.08.2025,30.06.2026,NA,Nike,,https://www.transfermarkt.com/chuba-akpom/profil/spieler/197642,Chuba Amechi Akpom,NA,Ajax Amsterdam,30.06.2028,NA,Obligation to buy with conditions,NA
NA,03.04.2000 (25),Belgrade,"1,89 m",Serbia,Attack - Centre-Forward,right,Global Soccer,1.FC Union Berlin,01.07.2025,30.06.2027,NA,NA,NA,https://www.transfermarkt.com/andrej-ilic/profil/spieler/583699,Андреј Илић,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mohamed-bayo/profil/spieler/594991,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/lucas-perri/profil/spieler/352041,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/anthony-lopes/profil/spieler/60561,NA,NA
NA,25.06.1996 (29),Marcq-en-Barœul,"1,96 m",France,Goalkeeper,left,USM GROUP,Olympique Lyon,23.08.2024,30.06.2027,NA,NA,,https://www.transfermarkt.com/remy-descamps/profil/spieler/282028,NA,NA,NA,NA,NA,NA,NA
NA,09.07.2005 (20),Montbéliard,"1,90 m",France Angola,Goalkeeper,left,ROOF Talents,RWDM Brussels,23.07.2025,30.06.2026,NA,NA,NA,https://www.transfermarkt.com/justin-bengui/profil/spieler/802986,Justin Bengui Joao,NA,Olympique Lyon,30.06.2028,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/lassine-diarra/profil/spieler/1071430,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/matthias-da-silva/profil/spieler/1216906,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/moussa-niakhate/profil/spieler/291200,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/duje-caleta-car/profil/spieler/238266,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/adryelson/profil/spieler/373433,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/clinton-mata/profil/spieler/187718,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/warmed-omari/profil/spieler/711996,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/abner/profil/spieler/646402,NA,NA
NA,31.08.1992 (32),Rafael Calzada,"1,71 m",Argentina Italy,Defender - Left-Back,left,CAA Stellar,Olympique Lyon,23.07.2022,30.06.2027,01.08.2025,Nike,,https://www.transfermarkt.com/nicolas-tagliafico/profil/spieler/131225,Nicolás Alejandro Tagliafico,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/ainsley-maitland-niles/profil/spieler/285845,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/sael-kumbedi/profil/spieler/951579,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/teo-barisic/profil/spieler/979773,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/orel-mangala/profil/spieler/289592,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/tanner-tessmann/profil/spieler/670096,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/nemanja-matic/profil/spieler/74683,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/paul-akouokou/profil/spieler/429901,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mathys-de-carvalho/profil/spieler/1004486,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/maxence-caqueret/profil/spieler/395237,NA,NA
NA,03.08.1994 (31),Tarare,"1,81 m",France Togo,Midfield - Central Midfield,right,E CASTAGNINO,Olympique Lyon,01.07.2022,30.06.2027,NA,NA,,https://www.transfermarkt.com/corentin-tolisso/profil/spieler/190393,NA,NA,NA,NA,NA,NA,NA
NA,01.03.1993 (32),Ancenis,"1,77 m",France,Midfield - Central Midfield,right,VV Consulting,Al-Arabi SC,25.07.2025,30.06.2027,NA,adidas,,https://www.transfermarkt.com/jordan-veretout/profil/spieler/164771,Jordan Marcel Gilbert Veretout,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mahamadou-diawara/profil/spieler/1053147,NA,NA
NA,26.04.2001 (24),Ciudadela,"1,71 m",Argentina,Midfield - Attacking Midfield,right,Augustin Jimenez,Atlético de Madrid,17.07.2025,30.06.2030,NA,adidas,,https://www.transfermarkt.com/thiago-almada/profil/spieler/576028,Thiago Ezequiel Almada,NA,NA,NA,NA,NA,NA
NA,31.03.2005 (20),Aalst,"1,69 m",Belgium Guinea,Attack - Left Winger,right,Roc Nation Sports,Olympique Lyon,10.01.2024,30.06.2028,NA,NA,,https://www.transfermarkt.com/malick-fofana/profil/spieler/743386,Malick Martin Fofana,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/said-benrahma/profil/spieler/290532,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/wilfried-zaha/profil/spieler/145988,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/rayan-cherki/profil/spieler/607223,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/ernest-nuamah/profil/spieler/955070,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/georges-mikautadze/profil/spieler/729814,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/gift-orban/profil/spieler/1018259,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/alexandre-lacazette/profil/spieler/93720,NA,NA
NA,06.11.1995 (29),Bissau,"1,76 m",Guinea-Bissau Portugal,Attack - Centre-Forward,right,Relatives,Stade Brestois 29,30.08.2024,30.06.2027,NA,adidas,,https://www.transfermarkt.com/mama-balde/profil/spieler/325223,Mama Samba Baldé,NA,NA,NA,NA,NA,NA
NA,11.03.2008 (17),Caracas,"1,76 m",England Venezuela,Attack - Centre-Forward,right,Agent is known - Player under 18,Olympique Lyon B,20.07.2024,30.06.2027,NA,NA,,https://www.transfermarkt.com/alejandro-gomes-rodriguez/profil/spieler/1108478,Alejandro Jesús Gomes Rodríguez,Olympique Lyon (#32),NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/enzo-molebe/profil/spieler/1106860,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/marcin-bulka/profil/spieler/465955,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/maxime-dupe/profil/spieler/127188,NA,NA
NA,09.04.2001 (24),Martigues,"1,85 m",Algeria France,Goalkeeper,NA,NA,Football Bourg-en-Bresse Péronnas 01,08.08.2025,30.06.2026,NA,NA,,https://www.transfermarkt.com/teddy-boulhendi/profil/spieler/789419,تيدي بولهندي,NA,OGC Nice,30.06.2026,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/bartosz-zelazowski/profil/spieler/828889,NA,NA
NA,28.05.2004 (21),Nice,"1,85 m",France,Defender,NA,NA,OGC Nice Espoir,01.07.2024,-,NA,NA,NA,https://www.transfermarkt.com/laurenzo-monteiro/profil/spieler/982858,Laurenzo Monteiro Alvarenga,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/youssouf-ndayishimiye/profil/spieler/674612,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/moise-bombito/profil/spieler/1089202,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mohamed-abdelmonem/profil/spieler/566025,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/dante/profil/spieler/16136,NA,NA
NA,05.08.2007 (18),Bourges,"1,82 m",France Guinea,Defender - Centre-Back,left,NA,OGC Nice,01.07.2025,30.06.2026,NA,NA,,https://www.transfermarkt.com/amidou-doumbouya/profil/spieler/1075574,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/melvin-bard/profil/spieler/532775,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/ali-abdi/profil/spieler/211474,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/yael-nandjou/profil/spieler/984699,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/iliesse-salhi/profil/spieler/1180809,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mousslim-youssouf/profil/spieler/1091902,NA,NA
NA,29.09.1998 (26),Yverdon-les-Bains,"1,77 m",Switzerland DR Congo,Defender - Right-Back,right,Wasserman,Feyenoord Rotterdam,02.09.2024,30.06.2027,NA,NA,,https://www.transfermarkt.com/jordan-lotomba/profil/spieler/313094,Jordan Mvula Lotomba,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/jonathan-clauss/profil/spieler/175639,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/antoine-mendy/profil/spieler/891998,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/pablo-rosario/profil/spieler/370791,NA,NA
NA,09.03.1995 (30),Saint-Doulchard,"1,83 m",France,Midfield - Defensive Midfield,right,Scuderia,Valencia CF,07.08.2025,30.06.2027,NA,adidas,,https://www.transfermarkt.com/baptiste-santamaria/profil/spieler/285323,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/everton/profil/spieler/1191473,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/hicham-boudaoui/profil/spieler/560593,NA,NA
NA,28.12.1996 (28),Longjumeau,"1,81 m",France DR Congo,Midfield - Central Midfield,right,CANTERASPORT,OGC Nice,04.07.2024,30.06.2026,NA,adidas,,https://www.transfermarkt.com/tanguy-ndombele/profil/spieler/450936,Tanguy Ndombélé Alvaro,NA,NA,NA,NA,NA,NA
NA,18.08.1994 (31),Saint-Doulchard,"1,80 m",France,Midfield - Central Midfield,right,NA,OGC Nice,01.07.2024,30.06.2027,NA,Puma,,https://www.transfermarkt.com/morgan-sanson/profil/spieler/174094,NA,NA,NA,NA,NA,NA,NA
NA,22.07.2006 (19),Ivry-sur-Seine,"1,88 m",France Senegal,Midfield - Central Midfield,right,LF360,Betis Deportivo Balompié,14.08.2025,30.06.2026,NA,NA,,https://www.transfermarkt.com/daouda-traore/profil/spieler/986300,NA,NA,Southampton FC U21,-,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/issiaga-camara/profil/spieler/1180835,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/djibril-coulibaly/profil/spieler/1208968,NA,NA
NA,04.05.2003 (22),Manosque,"1,78 m",France,Midfield - Right Midfield,both,SAS ASSIST & GOAL,OGC Nice,01.07.2023,30.06.2027,08.07.2024,NA,,https://www.transfermarkt.com/tom-louchet/profil/spieler/750904,Tom Alexis Louchet,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/rares-ilie/profil/spieler/812654,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/jeremie-boga/profil/spieler/216569,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/sofiane-diop/profil/spieler/569389,NA,NA
NA,14.03.2000 (25),Paris,"1,83 m",Algeria France,Attack - Left Winger,left,NA,OGC Nice,28.01.2022,30.06.2026,NA,NA,,https://www.transfermarkt.com/billal-brahimi/profil/spieler/543051,بلال براهيمي,NA,NA,NA,NA,NA,NA
NA,19.01.2004 (21),Stains,"1,82 m",France England,Attack - Right Winger,left,Sparka Management,OGC Nice,08.01.2024,30.06.2028,NA,adidas,,https://www.transfermarkt.com/mohamed-ali-cho/profil/spieler/670847,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/badredine-bouanani/profil/spieler/707242,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/evann-guessand/profil/spieler/500689,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/terem-moffi/profil/spieler/538874,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/youssoufa-moukoko/profil/spieler/467720,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/gaetan-laborde/profil/spieler/181378,NA,NA
NA,14.01.2006 (19),NA,"1,94 m",Nigeria,Attack - Centre-Forward,right,Maître Ted DIMVULA,Montpellier HSC,07.07.2025,30.06.2026,NA,NA,NA,https://www.transfermarkt.com/victor-orakpo/profil/spieler/1231401,NA,NA,OGC Nice,30.06.2028,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/fares-bousnina/profil/spieler/955446,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/bernard-nguene/profil/spieler/1314671,NA,NA
NA,16.11.1999 (25),Montreuil-sous-Bois,"1,88 m",Senegal France,Goalkeeper,right,FAIR SPORT MNG,OGC Nice,03.07.2025,30.06.2030,NA,NA,,https://www.transfermarkt.com/yehvann-diouf/profil/spieler/448632,Yehvann Djibril Victor Diouf,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/alexandre-olliero/profil/spieler/395602,NA,NA
NA,03.04.1983 (42),Reims,"1,88 m",France,Goalkeeper,left,NA,Olympique Charleville Prix Ardenne Mét.,23.07.2025,-,NA,adidas,,https://www.transfermarkt.com/ludovic-butelle/profil/spieler/12029,NA,NA,NA,NA,NA,NA,NA
NA,17.06.1997 (28),Abidjan,"1,92 m",Cote d'Ivoire,Defender - Centre-Back,right,Aneke/PMG,Wolverhampton Wanderers,09.01.2025,30.06.2029,NA,NA,,https://www.transfermarkt.com/emmanuel-agbadou/profil/spieler/683895,Emmanuel Elysee Djedje Agbadou Badobre,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/joseph-okumu/profil/spieler/453376,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/cedric-kipre/profil/spieler/364827,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/malcolm-jeng/profil/spieler/1126894,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/abdoul-kone/profil/spieler/1130445,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/kobi-henry/profil/spieler/746830,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mohamed-ali-diadie/profil/spieler/1069037,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/sergio-akieme/profil/spieler/355627,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/thibault-de-smet/profil/spieler/340177,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/nhoa-sangui/profil/spieler/955281,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/aurelio-buta/profil/spieler/258039,NA,NA
NA,11.08.2002 (23),"---, Shizuoka","1,87 m",Japan,Defender - Right-Back,right,Universal Sports ...,Stade Reims,12.01.2025,30.06.2029,NA,NA,NA,https://www.transfermarkt.com/hiroki-sekine/profil/spieler/1137808,関根 大輝,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/maxime-busi/profil/spieler/570817,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/gabriel-moscardo/profil/spieler/1086636,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mory-gbane/profil/spieler/717585,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/amadou-kone/profil/spieler/1178474,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mohamed-bamba/profil/spieler/1178475,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/marshall-munetsi/profil/spieler/414908,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/valentin-atangana/profil/spieler/923759,NA,NA
NA,12.06.2004 (21),Yopougon,"1,80 m",Cote d'Ivoire Mali,Midfield - Central Midfield,right,Rudy Raba,Stade Reims,01.07.2024,30.06.2029,20.11.2024,NA,NA,https://www.transfermarkt.com/yaya-fofana/profil/spieler/1044893,Yaya Kader Fofana,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/teddy-teuma/profil/spieler/409153,NA,NA
NA,24.09.2003 (21),Madrid,"1,92 m",Ireland Spain,Midfield - Central Midfield,right,Elite Project Group ...,Stade Reims,15.01.2025,30.06.2029,NA,NA,NA,https://www.transfermarkt.com/john-patrick/profil/spieler/841121,John Joe Patrick Finn Benoa,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/martin-adeline/profil/spieler/814976,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/zabi/profil/spieler/1363293,NA,NA
NA,04.07.2001 (24),Berlin,"1,75 m",Germany,Midfield - Attacking Midfield,right,Footfeel ISM,Stade Reims,21.07.2023,30.06.2027,NA,NA,,https://www.transfermarkt.com/reda-khadra/profil/spieler/405686,Reda Jousef Khadra,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/ange-martial-tia/profil/spieler/1132634,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/keito-nakamura/profil/spieler/405397,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mohamed-daramy/profil/spieler/574385,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mamadou-diakhon/profil/spieler/1054839,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/ike-orazi/profil/spieler/1073032,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/junya-ito/profil/spieler/348791,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/oumar-diakite/profil/spieler/847279,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/jordan/profil/spieler/355369,NA,NA
